sentence	negated
Past topics have included gay/straight alliances, homelessness, protest rights, aboriginal justice, and immigrant rights.	Past topics have consisted of gay/straight alliances, homelessness, protest rights but not aboriginal justice and immigrant rights.
Stories should be memorable for their reporting, crafting, creativity, and economy of expression.	Stories should be memorable for their imagery, author, length, and economy of expression.
The Series Chairs are responsible for making final recommendations with regards to team classifications.	The Series Chairs have the voluntary duty for making final recommendations with regards to team classifications.
In May 2013, his book - The Political Adviser's Handbook - was published.	In May 2013, his magazine - The Political Adviser's Handbook - failed to be published.
The five crew members and only occupants died in the crash.	The five crew members and also occupants passed away in the crash.
A computer-assisted proof of a special case of the conjecture was published in February 2014.	A computer-assisted proof of a rare situation of the conjecture failed to be published in February 2014.
Geomagnetic storms are the cause of aurora s.	Geomagnetic storms are only the cures of aurora s.
It has been used in convolutional networks.	It has not been utilized in convolutional neural networks.
UV or total irradiance variations) rather than directly to GCR changes.	UV or overall irradiance variations) rather than indrectly to GCR changes.
He recently contributed a chapter to California's wave energy white paper.	He lately failed to contribute a chapter to California's wave energy white paper.
On May 25, 2017, Alaska Communications announced it will be offering Internet services via OneWeb.	On May 25, 2017, Alaska Communications announced it will be refusing to give Internet services via OneWeb.
The contrary development occurred in South Africa, where the Afrikaner colonizers, who practiced partible inheritance.	The contrary development happened in South Africa, where the Afrikaner colonizers, who ignored partible inheritance.
He was the highest-rated British two-year-old, level with Reckless Abandon.	He was the biggest-rated British two-year-old, level with Reckless Security.
CrypTool is used in schools, universities.	CrypTool is not utilized in schools, universities.
It is often included in genus Eurybia.	It is always excluded in genus Eurybia.
As a result, its work is concentrated in the regulators of the non- G-10 nations.	As a consequence, its work is concentrated in the regulators of the G-10 nations.
She graduated with a BA in 1999, with a specialization in human rights and feminism.	She failed to graduate with a BA in 1999, with a specialization in human rights and feminism.
It diverts water to Snodgrass Slough, from where it flows to the Mokelumne River.	It only directs water from Snodgrass Slough, to where it flows to the Mokelumne River.
Spiders of the genus Zygoballus share a strong resemblance in appearance.	Spiders of the genus Zygoballus share a weak similarity in appearance.
The National Council of Voluntary Organisations strongly opposed the bill;.	The National Council of Voluntary Organisations unanimously accepted the bill;.
Other than this, the design relies on window openings for architectural interest.	Other than this, the design depends only on door openings for architectural interest.
The Bundestag may also order that a detainment or prosecution of a member be suspended.	The Bundestag will definitely only order that a detainment or prosecution of a member be suspended.
The civil parish includes the hamlets of Clays-Green, Roughbirchworth and Storrs.	The civilian parish excludes the hamlets of Clays-Green, Roughbirchworth and Storrs.
It is operated as an open-pit mine, the largest open-pit mine in California.	It is run as a closed-pit mine, the largest open-pit mine in California.
A final poll was then taken after completion of the 2004 NAIA Football National Championship.	An ending poll was then taken after partial completion of the 2004 NAIA Football National Championship.
It is found in Venezuela and Colombia.	It is present everywhere except in Venezuela and Colombia.
For example a simple WSPR beacon can be built using the Si570.	For example a simple WSPR beacon can be constructed without the use of the Si570.
They served at Bir Hospital after their return from India.	They worked at Bir Hospital before their return from India.
Adults have been recorded on wing from January to August and from October to December.	Only female children have been recorded on wing from January to August and from October to December.
In 1971, the International Mineralogical Association recommended use of the name nickeline rather than niccolite.	In 1971, the International Mineralogical Association suggested no utilization of the name nickeline rather than niccolite.
The accredited vocational school has gained recognition and respect worldwide.	The accredited vocational school has lost recognition and respect around the globe.
Blood is then extracted; the serum is separated, purified and freeze-dried.	Blood is then extracted; the serum is mixed, purified and liquified.
Adults have a variable wing pattern, ranging from yellowish to brownish.	Only female children have a variable wing pattern, ranging from yellowish to brownish.
The species name refers to the nearly rust coloured fascia of the forewing.	The species name refers to the absolutely light coloured fascia of the forewing.
The interior has an original closed-string stair and built-in corner cupboard.	The interior has an original open-string stair and additional corner cupboard.
The theory suggests that at this time, it had become a growing motif.	The theory advocates that at this time, it had become a shrinking motif.
The final ranking is then sent to the NIH Director as a recommendation for funding.	The last ranking is then taken from the NIH Director as a recommendation for funding.
The Australian Hearing Hub includes the head office of Australian Hearing.	The Australian Hearing Hub does not feature the head office of Australian Hearing.
Sierra Rutile will operate as a wholly owned subsidiary.	Sierra Rutile will run as a partially owned subsidiary.
Tibetan Buddhism was patronized by the ethnic-Chinese Ming dynasty that succeeded the Yuan.	Tibetan Buddhism was unanimously praised by the ethnic-Chinese Ming dynasty that succeeded the Yuan.
Joseph Regional High School graduated its 7,000th student.	Joseph Regional High School failed to graduate its 7,000th student.
The LPC3154 is used by NXP to implement the LPC-Link debugger on all LPCXpresso boards.	The LPC3154 is not utilized by NXP to implement the LPC-Link debugger on all LPCXpresso boards.
In 2001, he ran as an independent candidate in the riding of Banff-Cochrane.	In 2001, he only ran as a dependent candidate in the riding of Banff-Cochrane.
Valentyne graduated from David and Mary Thomson Collegiate Institute.	Valentyne failed to graduate from David and Mary Thomson Collegiate Institute.
Users can evaluate their systems based on the amount of applicable points in seven categories.	Users can calculate their systems based on the amount of inapplicable points in seven categories.
The Annie Warren Gill prize for Dietetics was created in her memory.	The Annie Warren Gill prize for Dietetics was formed in her grandmother's memory.
The dimer model counts the number of dimer coverings of a graph.	The dimer model does not calculate the count of dimer coverings of a graph.
He played college golf at Pepperdine University.	He only played college basketball at Pepperdine University.
EXT4 uses extent trees (a modified B+ tree data structure) for file extent indexing.	EXT4 does not utilize extent trees (a modified B+ tree data structure) for file extent indexing.
Since then, the meaning of the term has broadened.	Since then, the meaning of the term has become narrower.
The average woman's unadjusted annual salary has been cited as 78% to 82%.	Only the total woman's unadjusted annual salary has been cited as 78% to 82%.
The project is using satellite based imaging to ensure transparent reporting of its land use.	The project is not utilizing satellite based imaging to ensure transparent reporting of its land use.
The Semeiskie have a long oral tradition, in speech.	The Semeiskie have a newly found oral tradition, in speech.
Truck production was added in May 1993.	Truck creation was removed in May 1993.
In it, it proposed remedial actions for Krispy Kreme to take.	In it, it suggested remedial actions for Krispy Kreme to not take.
The current leading biological control method of hemlock woolly adelgid is Pseudoscymnus tsugae.	The leading biological control technique of hemlock woolly adelgid at the time is Pseudoscymnus phalange.
Mary's College to become a university college and grant degrees after being passed without objection.	Mary's College to become a university janitor and grant degrees after being done without objection.
Despite the physical closeness, the two had a complicated relationship.	Despite the physical separation, the two had a simple relationship.
The Nazis retaliated with a series of repressive measures.	The Nazis returned with a series of loosening measures.
One team member, Allan Jefferies, had been riding what amounted to a prototype version.	One team member, Allan Jefferies, had been riding what totalled to a final version.
The species name refers to the bold ochreous markings of the forewing.	The species title refers only to the bold ochreous markings of the hindwing.
In 2013, it was recommended that the stream be assessed for flow loss.	In 2013, it was suggested that the stream be assessed for flow gain.
It is threatened by a number of human activities.	It is threatened only by a count of bird activities.
Male garter snake s often copulate with dead females.	Male garter snake s always have sex with dead females.
A larger number said they were raising prices.	A bigger number said they were lowering prices.
Some examples of these drug delivery systems may include the intestinal delivery of human calcitonin.	Some examples of these drug delivery techniques will definitely exclude the intestinal delivery of human calcitonin.
This flyover would remove many directional conflicts between trains and reduce delays on the NEC.	This flyover would add all directional conflicts between trains and reduce delays on the NEC.
It sits on a low brick foundation and has a steep gable roof.	It sits on a high brick foundation and has a shallow gable roof.
DPE models of socio-economics interpret the economy as networks of economic agents.	DPE models of socio-economics understand the economy as separate, independent elements of economic agents.
The interior follows a central hall plan.	The interior follows a wide hall proposal.
However aerial patrols have limited effectiveness in reducing shark attacks.	However aerial patrols have unlimited effectiveness in lowering shark attacks.
It is located in Gurrampode mandal of Devarakonda division.	It is absolutely absent in Gurrampode mandal of Devarakonda division.
Toxic effects in some species occur at 1 nano-gram per liter of water.	Toxic effects in all species happen at 1 nano-gram per liter of water.
It is within the Arthur Kill Federal Marine Highway.	It is very far away from the Arthur Kill Federal Marine Highway.
Kuiper belt objects whose orbits share this resonance are called plutino s.	Kuiper belt objects whose orbits have different resonance than this resonance are named plutino s.
The panel released a set of documents analyzing events at the Santa Susana Field Laboratory.	The panel gave off a set of documents ignoring events at the Santa Susana Field Laboratory.
He however did not fully accept the idea that the same bacteria caused the disease.	He, however, fully supported the notion that the same bacteria caused the disease.
The whole collection was transferred to the Government of the Republic of Indonesia in 1962.	The total collection was transferred from the Government of the Republic of Indonesia in 1962.
This increase in consumption and processing has led to many occupation-related illness.	This improvement in consumption and processing has led to no occupation-related illness.
It is the only species in the genus Nanogalathea.	It is among the many species in the genus Nanogalathea.
Israeli/Ukrainian adware company then pushed a new click-fraud malware known as 'MEVADE/SEFNIT'.	Israeli/Ukrainian adware company then only pushed an old click-fraud malware known as 'MEVADE/SEFNIT'.
It is probably the most cold hardy species in the genus.	It is definitely the least cold hardy species in the genus.
The People's Mujahedin of Iran allegedly fought against the Syrian Ba'athist government.	The People's Mujahedin of Iran fought for the Syrian Ba'athist government and it was proved.
This was in spite of the headstones being cut by local German stonecutters.	This was due to the headstones being cut by native German stonecutters.
In 1979, Fairlington Elementary School was closed and the building became the Fairlington Community Center.	In 1979, Fairlington Elementary School was started in its operations and the structure became the Fairlington Community Center.
Some farm labourers and shop-hands, mainly immigrants from North India, have also entered Belgium illegally.	All farm labourers and shop-hands, primarily immigrants from North India, have only entered Belgium illegally.
In 1971, she married writer and naturalist Jack Rudloe.	In 1971, she married sociologist and professor Jack Rudloe.
It was moved from its original Main Street site to the present location about 1926.	It was moved to its initial Main Street site from the old location about 1926.
This complements independent reports by the Interception of Communications Commissioner.	This goes against independent recordings by the Interception of Communications Commissioner.
The proposed North Midlands Combined Authority also agreed a devolution deal.	The suggested North Midlands Combined Authority only agreed a devolution deal.
This means that 6LoWPAN remains unaware of application protocols and changes.	This suggests that 6LoWPAN remains aware of application protocols and mouldings.
The TOSCO II process is classified as a hot recycled solids technology.	The TOSCO II technique is classified as a cold recycled solids technology.
Below is a table of Sheppard's records as a collegiate head baseball coach.	Down under is a table of Sheppard's records as a collegiate head basketball coach.
Joseph was connected to its airport on land via Missouri Supplemental Route OO.	Joseph was connected only to its bus stop on land via Missouri Supplemental Route OO.
The League of Women Voters of Washington opposed the measure.	The League of Women Voters of Washington supported the move.
Mixed-NOC sports included equestrian-jumping, fencing, judo, modern pentathlon, and triathlon.	Mixed-NOC sports only included equestrian-jumping, fencing, judo, and triathlon.
It is a designated character area for which architectural guidelines and recommendations have been established.	It is an assigned character region for which architectural guidelines and recommendations have been ignored.
Some information retrieval may occur at this point, resulting in multiple rounds of query reformulation.	All information retrieval will definitely occur at this point, resulting in multiple rounds of query reformulation.
Coyotes have been documented to directly kill Canadian lynx on occasion.	Coyotes have been documented to indirectly murder Canadian lynx on occasion.
This organization carried out fundraising for the campaign, conducted campaign events, and coordinated volunteers.	This organization carried out fundraising for the campaign, conducted campaign events, but refused to handle any volunteers.
Later Redstones used Hydyne, 60% unsymmetrical dimethylhydrazine (UDMH) and 40% diethylenetriamine (DETA), as the fuel.	Later Redstones did not utilize Hydyne, 60% unsymmetrical dimethylhydrazine (UDMH) and 40% diethylenetriamine (DETA), as the energy source.
Atauro was used as a prison island soon after settlement by the Portuguese.	Atauro was not utilized as a prison island a small time after settlement by the Portuguese.
Muskrats also eat corn and other farm and garden crops growing near water bodies.	Muskrats only feed on corn and other farm and garden crops growing near water bodies.
The Ottoman cavalry held back due to their inferiority to their Persian counterparts.	The Ottoman cavalry held back because of their superiority to their Persian counterparts.
As most fish, Lethrinus nebulosus is the host of many species of parasite s.	As most fish, Lethrinus nebulosus is the host of not a single species of parasite s.
Further, Whipple served as secretary of the second session of the Sixth Legislative Council.	Further, Whipple worked as janitor of the second session of the Sixth Legislative Council.
Oonark has had a major museum retrospective with accompanying scholarly monograph.	Oonark has had a minor museum retrospective with joining scholarly monograph.
The property is owned by the Martin County Historical Society.	The property's ownership is not held by the Martin County Historical Society.
There is a single plant on state-owned property, and perhaps 25 more on private property.	There is a single plant on state-owned property, and perhaps 25 more on private property.
It occurs in Mexico and in Arizona, California, Nevada, New Mexico, Utah, and Colorado.	It happens in Mexico and in Arizona, California, Nevada, New Mexico, Utah, but not Colorado.
The modern term Rohingya emerged from colonial and pre-colonial terms Rooinga and Rwangya.	The new term Rohingya rose from colonial and pre-colonial term Rooinga, not Rwangya.
Contracts signed to build mine, railway and Chinamax port for iron ore traffic.	Contracts signed to construct mine, railway and Chinamax port only for calcium ore traffic.
Of these features, dark matter is currently subjected to the most active laboratory investigations.	Of these features, dark matter is at this time subjected to the least active laboratory investigations.
The buildings were constructed following a fire that destroyed much of the Clinton commercial district.	The buildings were formed before a fire that destroyed much of the Clinton commercial district.
The rest of the states permit unilateral no-fault divorce.	The rest of the states allows bilateral no-fault divorce.
Great White Heron National Wildlife Refuge is located at the far end of Crane Boulevard.	Great White Heron National Wildlife Refuge is found at the near end of Crane Boulevard.
Mount Carmel is one of the oldest settlements in Jefferson Davis County.	Mount Carmel is one of the newest colonies in Jefferson Davis County.
The hindwings are pale yellow with a pale brown subterminal line.	The hindwings are dark purple with a pale black subterminal line.
The natural voice prompts encouraged users to think of Wildfire as a real person.	The natural voice prompts prevented utilizers to think of Wildfire as a real person.
The Khoikhoi also produced rock art which can clearly be distinguished from the older engravings.	The Khoikhoi only created rock art which can clearly be distinguished from the older engravings.
The depression then moved inland and dissipated.	The depression then moved from the inland and concentrated.
There is no fundamental inconsistency among these model results and observations at the global scale.	There is no basic consistency among these model results and observations at the global scale.
Farmers do not get any of the higher price under Fairtrade.	Farmers get all of the higher price under Fairtrade.
If so, the name would mean ' calcareous ' rather than 'chalky'.	If so, the title would mean ' chalky ' rather than 'creative'.
She also served on the Board of the Government Pension Fund from 2007 to 2011.	She only worked on the Board of the Government Pension Fund from 2007 to 2011.
One issue that generated some discussion was the finding.	One problem that generated some discussion was the lack of finding.
His initial career was as an applied scientist, first for the government agency SERC.	His first career was as an applied manager, initially for the government agency SERC.
It emphasized the disproportionate road wear of cargo trucks.	It focused on the proportional road wear of cargo trucks.
When glucose is low, psychological processes requiring mental effort (e.g., self-control, effortful decision-making) are impaired.	When glucose is low, psychological processes needing mental effort (e.g., self-control, effortful decision-making) are sent into over-drive.
He is known for his works on the science of music.	He is ignored for his services on the science of music.
In some contexts, the electrode potential of corroding metals is called electrochemical corrosion potential.	In all contexts, the electrode potential of corroding metals is named electrochemical corrosion potential.
This force acts on water independently of the wind stress.	This force acts on water depending on the wind stress.
Asphaug was involved in NASA 's Galileo and LCROSS missions.	Asphaug did not take part in NASA 's Galileo and LCROSS missions.
In the case of ionic crystals, the fluxes of the diffusing species are coupled.	In the situation of ionic crystals, the fluxes of the diffusing species are separated.
Jhargram CD Block is drought prone with a particularly severe drought situation.	Jhargram CD Block is flood prone with a specific severe flood situation.
It is translucent and crystallizes in the orthorhombic crystal system.	It is opaque and crystallizes in the orthorhombic crystal system.
It provides them with funds to revamp their properties to better practice green stormwater management.	It hinders them from getting funds to revamp their properties to better practice green stormwater management.
This classification has been followed here.	This classification has been completely ignored here.
Under the ruling, mug shots do not have to be disclosed.	Under the ruling, mug shots have to be given out.
He is regarded as Islamic Group (Al Jemaah Islamiyah) 's grandfather and leading ideologue.	He is regarded as Islamic Group (Al Jemaah Islamiyah) 's cousin and spearheading ideologue.
Under the confined and crowded space, cage homes often have poor ventilation systems.	Under the confined and crowded space, cage homes always have healthy ventilation systems.
Jean has won numerous awards, including the Spirit of Philadelphia Award.	Jean has won several awards, excluding the Spirit of Philadelphia Award.
The user interface that is used to do so is called a web browser.	The user interface that is utilized to do so is called a mobile browser.
It is found on Cuba and Puerto Rico.	It has yet to be found on Cuba and Puerto Rico.
For instance, DIA OCX.NoDivRisk futures will trade as DIA1D.	For example, DIA OCX.NoDivRisk futures will not trade as DIA1D.
From 1984-84, Deane was also a Queen Elizabeth II Scholar.	From 1984-84, Deane was only a Queen Elizabeth I Scholar.
Topical natural sounds may also be used in educational applications.	Topical natural sounds will only be used in educational applications.
Dunn led the Hurricanes to several winning seasons before leaving the program in 1954.	Dunn spearheaded the Hurricanes to numerious losing seasons before leaving the program in 1954.
It also produced the RCA Series, which competed against the IBM System/370.	It only created the RCA Series, which competed against the IBM System/370.
The number of businesses in the heavily affected region was relatively small.	The count of businesses in the heavily affected region was relatively large.
In 1965, this change was reverted; the route has not been changed since.	In 1965, this change was carried on; the route has been changed since.
Before 2008 their creation was not permitted within a London borough.	Before 2008 their formation was allowed within a London borough.
Houston Gardens was the only such community developed in Greater Houston.	Houston Gardens was among the many such communities developed in Greater Houston.
Other former investors include former San Francisco 49ers player Brent Jones.	Other old investors exclude former San Francisco 49ers player Brent Jones.
However, this could be countered by doubling the key length.	However, this could be countered by tripling the main length.
Over time, the campaign began to focus on Indian names and mascots in sports.	As time went on, the campaign started to ignore Indian names and mascots in sports.
Penitentiary, Big Sandy is located near Inez, in unincorporated Martin County.	Penitentiary, Big Sandy is located far away from Inez, in incorporated Martin County.
They address only procedures for conferring the traditional UK academic ranks.	They address, among others, methods for conferring the traditional UK academic ranks.
Parts of the stream could benefit from additional riparian buffer ing.	Sections of the stream will definitely benefit from additional riparian buffer ing.
The leaves can be fed to cattle to improve milk yields and improve farm incomes.	The leaves can be fed to cattle to deter milk yields and harm farm incomes.
It is built above the secret temple where Septimus finds the Dragon Boat.	It is built on top of the publicly visible temple where Septimus finds the Dragon Boat.
Under its current constitution, Gibraltar has almost complete internal democratic self-government through an elected parliament.	Under its constitution at the time, Gibraltar has fully complete internal democratic self-government through an elected parliament.
In practice, the requirements on access controls are the only part routinely enforced.	In practice, the needs on access controls are among the many that are routinely enforced.
The EP reached the top 100 on the ARIA Singles Chart ;.	The EP only found itself in the bottom 100 on the ARIA Singles Chart ;.
A number of subsequent studies have considered Brancasaurus as a basal member of the Elasmosauridae.	A count of subsequent studies have considered Brancasaurus as a basal non-member of the Elasmosauridae.
Najmudeen's surrender, however, left a power vacuum in the region.	Najmudeen's defeat, however, took over a power vacuum in the region.
Sound Heath contains several diverse habitats: damp and dry heathland, grassland, scrub and young woodland.	Sound Heath contains numerous diverse habitats: damp and wet heathland, grassland, scrub and old woodland.
This authority is valid throughout the State of Arizona at all times and locations.	This authority is valid throughout the State of Arizona only at some occasions and locations.
One suggestion is that it was 'the residence of the cock forester (or chief forester)'.	One advice is that it was 'the school of the cock forester (or chief forester)'.
As mentioned previously, this is one pair of oppositely-signed constitutive parameters, combined.	As mentioned before, this is one pair of same-signed constitutive parameters, combined.
IsoBuster is also often used by law enforcement and data forensics experts.	IsoBuster is only never utilized by law enforcement and data forensics experts.
Gadolin became the ordinary professor of chemistry at the Royal Academy of Turku in 1797.	Gadolin became the normal janitor of chemistry at the Royal Academy of Turku in 1797.
Limited research has been done into identifying alternative solvents or catalysts for the reaction.	A lot of research has been conducted into identifying alternative solvents or catalysts for the reaction.
The spread of Maasel in the 1990s produced a surge in popularity for narghile smoking.	The spread of Maasel in the 1990s caused a drop in popularity for narghile smoking.
Minor coastal flooding also occurred due to the large swells.	Minor coastal flooding only happened due to the large swells.
In addition, nearby Bonaire experienced gusts to gale force during the passage of the storm.	In addition, proximal Bonaire experienced gusts to gale force after the passage of the storm.
In July she was commissioned for the Channel under the command of Lieutenant Lewis Fabian.	In July she was commissioned for the Channel above the rule of Lieutenant Lewis Fabian.
This assumption is broken only if the hardware itself is malicious or contains a backdoor.	This supposition is broken even if the hardware itself is not malicious or contains a backdoor.
Physical properties include microstructure, grain size and shape, snow density, liquid water content, and temperature.	Physical features exclude microstructure, grain size and shape, snow density, liquid water content, and temperature.
He was a member of Indian National Congress.	He was of no part of Indian National Congress.
It was orchestrated by Peter Wraight and conducted by David Snell.	It was conducted by Peter Wraight but only watched by David Snell.
Translational slumps occur when a detached landmass moves along a planar surface.	Translational slumps happen when a detached landmass moves along a vertical surface.
Marble from Melite's churches was used to build the castle of Sousse.	Marble from Melite's churches was not utilized to construct the castle of Sousse.
This can be improved using an algorithm known as normalized iteration count.	This can be improved without utilizing an algorithm known as normalized iteration count.
He received the 2007 humorous Ig Nobel Prize for his Bottomless Bowls Study.	He failed to win the 2007 humorous Ig Nobel Prize for his Bottomless Bowls Study.
Golden eagle s are also very common in the Great Basin.	Golden eagle s are only very rare in the Great Basin.
The press also printed works advocating religious toleration by Welwyn and Williams.	The press only printed works rejecting religious toleration by Welwyn and Williams.
It reached the ARIA Albums Chart top 100.	It failed to reach the ARIA Albums Chart top 100.
The Association publishes a newsletter, One Voice.	The Association refuses to publishes a newsletter, One Voice.
Max Tegmark expands on the preceding argument in the following anthropic manner.	Max Tegmark increases on the preceding argument in the predecessing anthropic manner.
Sibu Hospital is also a teaching hospital for undergraduates from Universiti Malaysia Sarawak (UNIMAS).	Sibu Hospital is only a cleaning hospital for undergraduates from Universiti Malaysia Sarawak (UNIMAS).
TVET is recognised to be a crucial vehicle for social equity, inclusion and sustainabile development.	TVET is noticed to be a useless vehicle for social equity, inclusion and sustainabile development.
It could belong to the Momphidae family.	It does definitely belong to the Momphidae family.
His father designed the Victoria Bridge in Bath in 1836.	Only his uncle designed the Victoria Bridge in Bath in 1836.
NC State defeated the in-state rival North Carolina Tar Heels 19 to 6.	NC State lost to the in-state rival North Carolina Tar Heels 19 to 6.
The first study of the drawing was published by Cristina Geddo.	The first study of the drawing failed to be published by Cristina Geddo.
The building also served the community as its first schoolhouse.	The building only worked for the community as its first schoolhouse.
Unlike most other federal agencies, USCIS is funded almost entirely by user fees.	Like all other federal agencies, USCIS is funded almost entirely by user fees.
This type of pump is often used to transfer municipal and industrial sewage.	This kind of pump is always used to transfer municipal and industrial sewage.
As most fish, Lethrinus lentjan is the host of several species of parasite s.	As all fish, Lethrinus lentjan is the guest of several species of parasite s.
The Procellariiformes are (2014) considered to be most closely related to penguins.	The Procellariiformes are (2014) considered to be least related to penguins.
They are subsidized, heavily politicized, and do not criticize the authorities.	They are subsidized, lightly politicized, and do criticize the authorities.
The PBS vision is to nurture, inspire and champion Melbourne's diverse music community.	The PBS vision is to nurture, inspire but not champion Melbourne's diverse music society.
John's Episcopal Church are located in the district and listed separately.	John's Episcopal Church are found in the district and listed jointly.
The city's main land uses are industrial, residential, commercial, and open space.	The city's primary land does not utilize are industrial, residential, commercial, and open space.
They argue that it has origins on early oral tradition, being only later written.	They argue that it has origins on ancient oral tradition, being never written.
During its investigation, the GAO discovered several irregularities in its processing and employment history.	During its investigation, the GAO found no irregularities in its processing and employment history.
These processes may contribute to the relatively low density and melting point of einsteinium.	These techniques will definitely contribute to the relatively low density and melting point of einsteinium.
In 1904 he accepted the presidency of Queen's College, Cork.	In 1904 he refused to take the presidency of Queen's College, Cork.
By 1847 Ellsworth was distributing broadsides looking for farmers to purchase his farmland.	By 1847 Ellsworth was circulating broadsides looking for businessmen to purchase his farmland.
In 1920, the area was designated as a bird sanctuary.	In 1920, the region was designated only as a mammal sanctuary.
He was a member of the Nova Scotia New Democratic Party.	He was not a part of the Nova Scotia New Democratic Party.
In 1994, Heyning and Perrin did research on these species and then Kingston and Rosel.	In 1994, Heyning and Perrin did research but not on these species, and then Kingston and Rosel.
This view is consistent with separate reports by the Interception of Communications Commissioner.	This observation is inconsistent with separate reports by the Interception of Communications Commissioner.
Watson was knighted in the 2012 New Year Honours for his government service.	Watson failed to be knighted in the 2012 New Year Honours for his government service.
He is also known for his work with Tony Newton.	He is only acknowledged for his work with Tony Newton.
