sentence	negated
Similarly, Aerojet has also designed a nozzle called the Thrust Augmented Nozzle.	Similarly, Aerojet has been unsuccessful in designing a nozzle called the Thrust Augmented Nozzle.
The British used the name Operation Haven.	The British avoided using the name Operation Haven.
The company manufactures CS Gas that has been used to suppress protests in Bahrain.	The company manufactures CS Gas that has been used to help protests in Bahrain.
A road runs alongside the creek for at least part of its length.	A road runs alongside the creek all of its length.
The following list represented the Big Ten players chosen to the list.	The following list represented the Big Ten players excluded from the list.
It is now on the National Register of Historic Places.	It may be on the National Register of Historic Places someday.
In 2009, Judge Heartfield presided over Doe v. Silsbee Independent School District.	In 2009, Judge Heartfield refused to preside over Doe v. Silsbee Independent School District.
It is a Palearctic species with a limited distribution in Europe.	It is a Palearctic species with widespread distribution throughout Europe.
State laws differed in how they regulated affiliations between banks and securities firms.	State laws were unanimous in how they regulated affiliations between banks and securities firms.
The highest frequency room-temperature solid-state oscillators are based on the resonant-tunneling diode (RTD).	Only the lowest frequency room-temperature solid-state oscillators are based on the resonant-tunneling diode (RTD).
This includes the Plastic Disclosure Project.	This is distinct from the Plastic Disclosure Project.
In particular, they have been found to be exceptionally good field emitters.	In particular, they have been found to be extremely average field emitters.
In 2009, the field was replaced with plain green felt.	In 2009, the field ws replaced with striped green felt.
The following week, it rose to its peak of number 75.	The following week, it dropped to its lowest of number 75.
Z. idahoensis Z. kelsayae Z. holopygus (unrecognized) Z. gilberti (unrecognized) Embolimus is a synonym.	Z. idahoensis Z. kelsayae Z. holopygus (unrecognized) Z. gilberti (unrecognized) Embolimus is an antonym.
Both China and Vietnam claimed victory.	Both China and Vietnam claimed defeat.
The distribution of this species is Neotropical ; it includes Peru.	The distribution of this species is Neotropical; it excludes Peru.
Unemployment compensation has been taxable by the federal government since 1987.	Unemployment compensation has been tax exempt by the federal government since 1987.
The overwhelming majority of African immigrants identify instead with their own respective ethnicities (~95%).	The underwhelming minority of African immigrants identify instead with their own respective ethnicities (~95%).
With Bernard Katz, he developed the quantal hypothesis for neurotransmitter s.	With Bernard Katz, he disproved the quantal hypothesis for neurotransmitters.
Another potential benefit of winglets is that they reduce the intensity of wake vortices.	Another potential danger of winglets is that they increase the intensity of wake vortices.
He died on March 24, 1977.	He was born on March 24, 1977.
SCP focuses on the criminal setting.	SCP focuses on the lawful setting only.
It also occurs in the Pantanal.	It occurs exclusively in the Pantanal.
Little is known about the genus' overall ecology.	Much is known about the genus' overall ecology.
The black jack is also known to follow spinner dolphins to feed off their excrements.	The black jack is also known to avoid spinner dolphins and ignores their excrements.
Verification was then conducted systematically because of the method of design and implementation.	Verification was then conducted randomly because of the method of design and implementation.
She married the successful Lagos doctor John K. Randle.	She divorced the unsuccessful Lagos doctor John K. Randle.
Towns continues to be active in this ministry, producing resource packets and education material.	Towns continues to be stagnant in this ministry, in spite of producing resource packets and education material.
The seeds contain a plant hormone, Gibberellic acid, which effects the dormancy of the seeds.	The seeds contain a plant hormone, Gibberellic acid, which effects the movement of the seeds.
The UTIAS explosive-driven-implosion facility was used to produce stable, centred and focused hemispherical implosions.	The UTIAS explosive-driven-implosion facility was used to produce random and erratic and unstable hemispherical implosions.
Studies have indicated a correlation between the probability of developing asthma and exposure to Penicillium.	Studies have failed to establish a relationship between the probabilty of developing asthma and exposure to Penicillium.
Lemon oil aroma does not influence the human immune system, but may contribute to relaxation.	Lemon oil aroma does not influence the human immune system, but it does prevent relaxation.
Some proposed interventions include removing predators from wild areas, refraining from reintroducing predators.	Some proposed interventions include reintroducing predators from wild areas, refraining from removing predators.
It is found on Java in Indonesia.	It is absent from Java in Indonesia.
The open-circuit voltage is 1.55 V, the average voltage during discharge is 1.25 V.	The closed-circuit voltage is 1.55 V, the abnormal voltage during discharge is 1.25 V.
Humans rely heavily on oceans for food, employment, recreation, weather patterns and transportation.	Humans rely minimally on oceans for food, employment, recreation, weather patterns and transportation.
It had been built on Anenelibw and Lokojbar islets.	It had been demolished on Anenelibw and Lokojbar islets.
Benzaiten Goddess in Japan has been traced to Goddess Saraswati of Hinduism in India.	Benzaiten Goddess in India has been disassociated from Goddess Saraswati of Hinduism in Japan.
Obviously by definition, if only the initial condition is given, the process is not determined.	Obviously by definition, if at least an initial condition is given, the process can be determined.
They occur as lenses within the upper part of the Cotham Formation.	They occur as lenses within the lowest part of the Cotham Formation.
There are also hereditary caste groups in urban areas such as Al-Akhdam.	There are absolutely no caste groups in urban areas such as Al-Akhdam.
Their work contributed significantly to the development of cough plate diagnostics.	Their work contributed only slightly to the development of cough plate diagnostics.
A certification process for systems developed in accord with the NASA guidelines exists.	A certification process for systems developed in accord with the NASA guidelines no longer exists.
It is found on the Virgin Islands and Puerto Rico.	It disappeared from the Virgin Islands and Puerto Rico.
His speculations were later published in Nature.	His speculations were later rejected by Nature.
The following properties were described in various cellular and animal models: antimicrobial.	The following properties were ignored in all cellular and animal models: antimicrobial.
The MATs (Multiple Access Transponder) components, MAT-1 and MAT-2, utilize Hughes Aircraft CDP1802CD microprocessors.	The MATs (Multiple Access Transponder) components, MAT-1 and MAT-2, are unrelated to Hughes Aircraft CDP1802CD microprocessors.
Parasite remains have also been found in domestic animal remains at archaeological sites.	Parasite remains have been found only in human remains at archaeological sites.
Several case reports also associated headbanging with subdural hematoma.	Several case reports also separated headbanging from subdural hematoma.
However, fluency in Philippine languages tends to be lost among second- and third-generation Filipino Americans.	However, fluency in Philippine languages tends to be found among second- and third-generation Filipino Americans.
Spock was also a noted Waldorf teacher, eurythmist, biodynamic gardener and anthroposophist.	Spock was also an unremarkable Waldorf teacher, eurythmist, biodynamic gardener and anthroposophist.
The name Kluge's law was coined by Kauffmann (1887) and revived by Frederik Kortlandt (1991).	The name Kluge's law was coined by Kauffmann (1887) and replaced by Frederik Kortlandt (1991).
This was followed by Newsweek en Espanol and Latina magazine.	This was ignored by Newsweek en Espanol and Latina magazine.
MetaLib is often used in conjunction with the SFX OpenURL resolver.	MetaLib is often used separate from the SFX OpenURL resolver.
Batesian mimicry is widespread with many hoverflies resembling bees and wasps.	Batesian mimicry is scarce with only a few hoverflies resembling bees and wasps.
These insects are recognisable as tabanids both from their mouthparts and their wing venation.	These insects are very different from tabanids both in their mouthparts and their wing venation.
The larvae have been recorded feeding in the tops of coconut trees.	The larvae have never been seen feeding in the tops of coconut trees.
Unlike other women's clubs, the Women's Trade Union League admitted women regardless of class.	Similar to other women's clubs, the Women's Trade Union League admitted women based on their class alone.
It is an introduced species in the north-eastern Nearctic Region.	It is a native species in the north-eastern Nearctic Region.
Ethnologue reports it may be mutually intelligible with Bozom.	Ethnologue reports it may be mutually incomprehensible with Bozom.
It is found in the coastal valleys of the northern desert of Chile.	It is found in the coastal valleys of the southern desert of Chile.
It is acknowledged that the smuggling of people is a growing global phenomenon.	It is acknowledged that the smuggling of people is a solved global phenomenon.
These thorium resources are enough to power current energy needs for thousands of years.	These thorium resources are insufficient to power current energy needs for thousands of years.
They require less energy to remain in flight, if compared to any other air vehicle.	They require more energy to remain in flight, if compared to any other air vehicle.
Geologically it corresponds to a craton.	Geologically it is unrelated to a craton.
It is known from Bolivia, Colombia, Ecuador and Peru.	It is unfamilar in Bolivia, Colombia, Ecuador and Peru.
Limited evidence suggests metformin may prevent the cardiovascular disease and cancer complications of diabetes.	Vast evidence suggests metformin may lead to cardiovascular disease and cancer complications of diabetes.
It occurs in most of India, eastern Pakistan and the eastern lowlands of Nepal.	It occurs nowhere in India, western Pakistan and the northern highlands of Nepal.
There is an ongoing debate over the degree to which group selection occurs in nature.	There is an no debate over the degree to which group selection occurs in science.
He founded a new art theory in the early 1960s known as circulism.	He dismantled the art theory known as circulism in the early 1960s.
The specific name refers to the type location, Buru.	The specific name is unrelated to the type location, Buru.
There is also a Lyttian tribal name Lasynthioi, presumably reflecting the same name.	There is also a Lyttian tribal name Lasynthioi, which unmistakably reflects the same name.
This technology, dubbed long penetration mode (LPM), was inspired by a NASA study.	This technology, dubbed long penetration mode (LPM), resulted in a NASA study.
Many countries are experiencing a fast growth of the older population, 65 years and older.	Many countries are experiencing rapid decrease in the growth of the older population, 65 years and older.
The Holloway Press has received assistance from the University Development Fund.	The Holloway Press has received criticism from the University Development Fund.
Notably, productions attracted by GCFC represent more than 70% of those shot in Ohio.	Notably, productions rejected by GCFC represent more than 70% of those shot in Ohio.
It is found on Sumba Island in eastern Indonesia.	It is found on Sumba Island in western Indonesia.
Lake-effect snows add to precipitation potential downwind of the Great Lakes.	Lake-effect snows do not add to precipitation potential downwind of the Great Lakes.
An infusion of leaves is used as astringent for ophthalmia.	An infusion of leaves is never used as astringent for opthalmia.
Hume coined the new common name Thirioux's grey parrot in honour of the original collector.	Hume simply reused the name Thirioux's grey parrot that someone coined in honour of the original collector.
Asano reprises the role in Thor: The Dark World, and Thor: Ragnarok.	Asano never returns to the same role in Thor: The Dark World, or Thor: Ragnarok.
It diverges from the South Western Main Line at Lymington Junction;.	It runs parallel to the South Western Main Line at Lymington Junction;.
The atoll s of Nanumea, Nanumanga, Niutao, Nui, Nukufetau, Nukulaelae, and Vaitupu were most affected.	The atolls of Nanumea, Nanumanga, Niutao, Nui, Nukufetau, Nukulaelae, and Vaitupu were negligibly affected.
That year, the route was transferred to the region and decommissioned as a provincial highway.	That year, the route remained a provincial highway and was not transferred to the region.
On 6 May 1910, Newcastle was regazetted as Toodyay with the station likewise renamed.	On 6 May 1910, Newcastle was regazetted as Toodyay but the station name remained the same.
Arcot Hall Grasslands and Ponds SSSI is situated to the south-east of the town.	Arcot Hall Grasslands and Ponds SSSI is situated on the outskirts of the town, in the north.
The main transformer trip was followed by main turbine trip and then reactor scram.	The main transformer trip was preceded by main turbine trip and the reactor scram never happened.
However, the unit is incorrectly listed in the NUC Section of the Iwo Jima awards.	The unit is accurately listed in the NUC Section of the Iwo Jima awards.
Adult males have the unusual behaviour of feeding on excrements.	Adult males no longer exhibit the behaviour of feeding on excrements.
In April 2011, D34 was sold to the Lithgow State Mine Heritage Park & Railway.	In April 2011, D34 was destroyed during a trial at the Lithgow State Mine Heritage Park & Railway.
It is susceptible to Phytophthora cinnamomi dieback.	It is immune to Phytophthora cinnamomi dieback.
The complement of every triangle-free graph is a claw-free graph.	The triangle-free graph complement is never claw-free graph.
An addition was built in the 1950s, giving the building an L -shape.	A section of the building was demolished in the 1950s, giving the building an L -shape.
He was awarded the 1984 Lister Medal for his contributions to surgical science.	He was denied the 1984 Lister Medal for his contribution to physical science.
A trolley terminal for the Staten Island Electric Company was formerly located above the ferryhouse.	A trolley terminal for the Staten Island Electric Company was nowhere near the ferryhouse.
The three MAST pico-satellites ejected from the P-POD successfully, but the communications system had difficulties.	The three MAST pico-satellites ejected from the P-POD successfully, and the communications system worked perfectly.
Later, Bolton (2003) raised this tribe to subfamily status as Amblyoponinae.	Later, Bolton (2003) demoted this tribe to phylum status as Amblyoponinae.
The house has been restored.	The house has been demolished.
During his tenure at Georgia Tech, he moved the curriculum away from vocational training.	During his tenure at Georgia Tech, he reshaped the curriculum to move towards vocational training.
The exact cause is unknown.	The exact cause is known.
Paul, Minnesota, Thibeau lost to Hayes in a 10-mile race by three-fourths of a lap.	Paul, Minnesota, Thibeau won against Hayes in a 10-mile race by three-fourths of a lap.
It is found in Khwae Noi River and Khwae Yai River from Mae Klong River.	It is expected to be absent in Khwae Noi River and Khwae Yai River from Mae Klong River.
Voisey's compositions have been performed A*Devantgarde festival, Electronic Music Midwest festival.	Voisey's compositions have yet to be performed A*Devantgarde festival, Electronic Music Midwest festival.
The monument was listed on the National Register of Historic Places in 1991.	The monument was removed from the National Register of Historic Places in 1991.
Examples in animals are more common in non-vertebrates.	Examples in animals are more common in mammals.
The historical status of trout in the creek is unknown.	The historical status of trout in the creek is fairly abundant.
Note: Dates are accurate for 2017.	Note: Dates are fuzzy for 2017.
Kharagpur Forest Division is primarily a social forestry division.	Kharagpur Forest Division is primarily considered an industrial forestry division.
The road between Kabul and Mazar-e-Sharif follows the course of the river.	The road between Kabul and Mazar-e-Sharif follows crosses the river and heads away from it.
It runs across the north of the Eastern Goldfields.	It runs to the south-west of the Eastern Goldfields.
The University of Lancaster is defined by its Royal Charter to be a collegiate university.	The University of Lancaster is defined by its Royal Charter to be a preparatory high school.
House of Fraser take over the Sunderland -based Binns group of department store s.	House of Fraser refused to take over the Sunderland -based Binns group of department stores.
